relationship_id,num_findings,num_studies,num_significant_findings,highest_cited,median_effect_size,source_topic,target_topic,source_topic_name,target_topic_name
DC_F0GO0WQ|t_GpXUgZKc,3,1,1,1.0,0.2105392951313099,DC_F0GO0WQ,t_GpXUgZKc,nitrogen dioxide,pneumothorax
DC_F0GO0WQ|XW9F7OPopQ,8,8,6,77.0,0.030580264587717,DC_F0GO0WQ,XW9F7OPopQ,nitrogen dioxide,stroke
DC_F0GO0WQ|XW9F7OPopQ,8,8,6,77.0,0.030580264587717,DC_F0GO0WQ,XW9F7OPopQ,nitrogen dioxide,stroke
DC_F0GO0WQ|XW9F7OPopQ,8,8,6,77.0,0.030580264587717,DC_F0GO0WQ,XW9F7OPopQ,nitrogen dioxide,stroke
DC_F0GO0WQ|XW9F7OPopQ,8,8,6,77.0,0.030580264587717,DC_F0GO0WQ,XW9F7OPopQ,nitrogen dioxide,stroke
DC_F0GO0WQ|DQbECFISI6,10,8,7,93.0,0.0482440543540351,DC_F0GO0WQ,DQbECFISI6,nitrogen dioxide,diabetes
DC_F0GO0WQ|DQbECFISI6,10,8,7,93.0,0.0482440543540351,DC_F0GO0WQ,DQbECFISI6,nitrogen dioxide,diabetes
DC_F0GO0WQ|DQbECFISI6,10,8,7,93.0,0.0482440543540351,DC_F0GO0WQ,DQbECFISI6,nitrogen dioxide,diabetes
DC_F0GO0WQ|DQbECFISI6,10,8,7,93.0,0.0482440543540351,DC_F0GO0WQ,DQbECFISI6,nitrogen dioxide,diabetes
DC_F0GO0WQ|TKmSJf1iDs,7,2,6,7.0,0.0200130600347422,DC_F0GO0WQ,TKmSJf1iDs,nitrogen dioxide,outpatient
DC_F0GO0WQ|TKmSJf1iDs,7,2,6,7.0,0.0200130600347422,DC_F0GO0WQ,TKmSJf1iDs,nitrogen dioxide,outpatient
DC_F0GO0WQ|0GgadM9ouC,8,6,7,56.0,0.0372986127237822,DC_F0GO0WQ,0GgadM9ouC,nitrogen dioxide,cardiovascular disease
DC_F0GO0WQ|0GgadM9ouC,8,6,7,56.0,0.0372986127237822,DC_F0GO0WQ,0GgadM9ouC,nitrogen dioxide,cardiovascular disease
DC_F0GO0WQ|1-wp5Tqbdg,1,1,0,7.0,,DC_F0GO0WQ,1-wp5Tqbdg,nitrogen dioxide,Injury Severity Score
DC_F0GO0WQ|1-wp5Tqbdg,1,1,0,7.0,,DC_F0GO0WQ,1-wp5Tqbdg,nitrogen dioxide,Injury Severity Score
DC_F0GO0WQ|BC8gjJofWr,6,1,0,44.0,0.2659754759854445,DC_F0GO0WQ,BC8gjJofWr,nitrogen dioxide,vascular dementia
DC_F0GO0WQ|BC8gjJofWr,6,1,0,44.0,0.2659754759854445,DC_F0GO0WQ,BC8gjJofWr,nitrogen dioxide,vascular dementia
DC_F0GO0WQ|UBLYDhO7ul,1,1,0,19.0,,DC_F0GO0WQ,UBLYDhO7ul,nitrogen dioxide,humidity
DC_F0GO0WQ|UBLYDhO7ul,1,1,0,19.0,,DC_F0GO0WQ,UBLYDhO7ul,nitrogen dioxide,humidity
DC_F0GO0WQ|UBLYDhO7ul,1,1,0,19.0,,DC_F0GO0WQ,UBLYDhO7ul,nitrogen dioxide,humidity
DC_F0GO0WQ|UBLYDhO7ul,1,1,0,19.0,,DC_F0GO0WQ,UBLYDhO7ul,nitrogen dioxide,humidity
DC_F0GO0WQ|zduy3lSpBg,1,1,0,4.0,0.1157226032298034,DC_F0GO0WQ,zduy3lSpBg,nitrogen dioxide,kidney disease
DC_F0GO0WQ|zduy3lSpBg,1,1,0,4.0,0.1157226032298034,DC_F0GO0WQ,zduy3lSpBg,nitrogen dioxide,kidney disease
DC_F0GO0WQ|V1gDLQJxog,1,1,0,1.0,0.0527532317908271,DC_F0GO0WQ,V1gDLQJxog,nitrogen dioxide,metabolic syndrome
DC_F0GO0WQ|V1gDLQJxog,1,1,0,1.0,0.0527532317908271,DC_F0GO0WQ,V1gDLQJxog,nitrogen dioxide,metabolic syndrome
DC_F0GO0WQ|yvzAi6nThy,1,1,0,77.0,,DC_F0GO0WQ,yvzAi6nThy,nitrogen dioxide,cognitive dysfunction
DC_F0GO0WQ|yvzAi6nThy,1,1,0,77.0,,DC_F0GO0WQ,yvzAi6nThy,nitrogen dioxide,cognitive dysfunction
DC_F0GO0WQ|EuBeo-8tVF,1,1,0,48.0,,DC_F0GO0WQ,EuBeo-8tVF,nitrogen dioxide,chlorophyll
DC_F0GO0WQ|EuBeo-8tVF,1,1,0,48.0,,DC_F0GO0WQ,EuBeo-8tVF,nitrogen dioxide,chlorophyll
DC_F0GO0WQ|EuBeo-8tVF,1,1,0,48.0,,DC_F0GO0WQ,EuBeo-8tVF,nitrogen dioxide,chlorophyll
DC_F0GO0WQ|EuBeo-8tVF,1,1,0,48.0,,DC_F0GO0WQ,EuBeo-8tVF,nitrogen dioxide,chlorophyll
DC_F0GO0WQ|rQi81-BQ33,1,1,0,11.0,0.0109177606336521,DC_F0GO0WQ,rQi81-BQ33,nitrogen dioxide,migraine
DC_F0GO0WQ|rQi81-BQ33,1,1,0,11.0,0.0109177606336521,DC_F0GO0WQ,rQi81-BQ33,nitrogen dioxide,migraine
DC_F0GO0WQ|vwkkuYIleJ,1,1,1,,0.1971962562809835,DC_F0GO0WQ,vwkkuYIleJ,nitrogen dioxide,bipolar disorder
DC_F0GO0WQ|vwkkuYIleJ,1,1,1,,0.1971962562809835,DC_F0GO0WQ,vwkkuYIleJ,nitrogen dioxide,bipolar disorder
DC_F0GO0WQ|VW6tpFBzN-,1,1,0,0.0,,DC_F0GO0WQ,VW6tpFBzN-,nitrogen dioxide,adsorption
DC_F0GO0WQ|VW6tpFBzN-,1,1,0,0.0,,DC_F0GO0WQ,VW6tpFBzN-,nitrogen dioxide,adsorption
u7-xpcAJFU|DC_F0GO0WQ,1,1,0,32.0,,u7-xpcAJFU,DC_F0GO0WQ,Bacillaceae,nitrogen dioxide
u7-xpcAJFU|DC_F0GO0WQ,1,1,0,32.0,,u7-xpcAJFU,DC_F0GO0WQ,Bacillaceae,nitrogen dioxide
u7-xpcAJFU|DC_F0GO0WQ,1,1,0,32.0,,u7-xpcAJFU,DC_F0GO0WQ,Bacillaceae,nitrogen dioxide
u7-xpcAJFU|DC_F0GO0WQ,1,1,0,32.0,,u7-xpcAJFU,DC_F0GO0WQ,Bacillaceae,nitrogen dioxide
P6IzhScRdx|DC_F0GO0WQ,2,1,0,22.0,,P6IzhScRdx,DC_F0GO0WQ,air pollution,nitrogen dioxide
P6IzhScRdx|DC_F0GO0WQ,2,1,0,22.0,,P6IzhScRdx,DC_F0GO0WQ,air pollution,nitrogen dioxide
P6IzhScRdx|DC_F0GO0WQ,2,1,0,22.0,,P6IzhScRdx,DC_F0GO0WQ,air pollution,nitrogen dioxide
P6IzhScRdx|DC_F0GO0WQ,2,1,0,22.0,,P6IzhScRdx,DC_F0GO0WQ,air pollution,nitrogen dioxide
DC_F0GO0WQ|F_XkPdqWLC,1,1,0,0.0,0.0078362147162992,DC_F0GO0WQ,F_XkPdqWLC,nitrogen dioxide,multiple myeloma
DC_F0GO0WQ|F_XkPdqWLC,1,1,0,0.0,0.0078362147162992,DC_F0GO0WQ,F_XkPdqWLC,nitrogen dioxide,multiple myeloma
Ah-wdkRcqy|DC_F0GO0WQ,1,1,0,20.0,,Ah-wdkRcqy,DC_F0GO0WQ,heating equipment,nitrogen dioxide
Ah-wdkRcqy|DC_F0GO0WQ,1,1,0,20.0,,Ah-wdkRcqy,DC_F0GO0WQ,heating equipment,nitrogen dioxide
DC_F0GO0WQ|EEh198r5cd,1,1,0,0.0,0.0096087882115867,DC_F0GO0WQ,EEh198r5cd,nitrogen dioxide,Coronavirus
DC_F0GO0WQ|EEh198r5cd,1,1,0,0.0,0.0096087882115867,DC_F0GO0WQ,EEh198r5cd,nitrogen dioxide,Coronavirus
DC_F0GO0WQ|qVKJI4eXDz,1,1,0,16.0,0.1267154894693364,DC_F0GO0WQ,qVKJI4eXDz,nitrogen dioxide,natural killer cell
DC_F0GO0WQ|qVKJI4eXDz,1,1,0,16.0,0.1267154894693364,DC_F0GO0WQ,qVKJI4eXDz,nitrogen dioxide,natural killer cell
DC_F0GO0WQ|co5muY__uu,1,1,0,9.0,0.2105392951313099,DC_F0GO0WQ,co5muY__uu,nitrogen dioxide,acute myeloid leukemia
DC_F0GO0WQ|co5muY__uu,1,1,0,9.0,0.2105392951313099,DC_F0GO0WQ,co5muY__uu,nitrogen dioxide,acute myeloid leukemia
DC_F0GO0WQ|8OSWS_bCFP,2,1,0,16.0,,DC_F0GO0WQ,8OSWS_bCFP,nitrogen dioxide,forced vital capacity
DC_F0GO0WQ|8OSWS_bCFP,2,1,0,16.0,,DC_F0GO0WQ,8OSWS_bCFP,nitrogen dioxide,forced vital capacity
DC_F0GO0WQ|ioPgKUy6Hf,1,1,0,1.0,0.1421555346281904,DC_F0GO0WQ,ioPgKUy6Hf,nitrogen dioxide,bone fracture
DC_F0GO0WQ|ioPgKUy6Hf,1,1,0,1.0,0.1421555346281904,DC_F0GO0WQ,ioPgKUy6Hf,nitrogen dioxide,bone fracture
DC_F0GO0WQ|ioPgKUy6Hf,1,1,0,1.0,0.1421555346281904,DC_F0GO0WQ,ioPgKUy6Hf,nitrogen dioxide,bone fracture
DC_F0GO0WQ|ioPgKUy6Hf,1,1,0,1.0,0.1421555346281904,DC_F0GO0WQ,ioPgKUy6Hf,nitrogen dioxide,bone fracture
DC_F0GO0WQ|ZgE4MD4rlh,2,1,0,11.0,,DC_F0GO0WQ,ZgE4MD4rlh,nitrogen dioxide,arterial blood pressure
DC_F0GO0WQ|ZgE4MD4rlh,2,1,0,11.0,,DC_F0GO0WQ,ZgE4MD4rlh,nitrogen dioxide,arterial blood pressure
DC_F0GO0WQ|iVNlUf92Y8,1,1,0,106.0,,DC_F0GO0WQ,iVNlUf92Y8,nitrogen dioxide,Influenzavirus A
DC_F0GO0WQ|iVNlUf92Y8,1,1,0,106.0,,DC_F0GO0WQ,iVNlUf92Y8,nitrogen dioxide,Influenzavirus A
DC_F0GO0WQ|qvM3I4ZvpU,2,1,0,13.0,0.1005191425187925,DC_F0GO0WQ,qvM3I4ZvpU,nitrogen dioxide,sudden infant death syndrome
DC_F0GO0WQ|qvM3I4ZvpU,2,1,0,13.0,0.1005191425187925,DC_F0GO0WQ,qvM3I4ZvpU,nitrogen dioxide,sudden infant death syndrome
DC_F0GO0WQ|bIwjlkmcHV,1,1,0,2.0,,DC_F0GO0WQ,bIwjlkmcHV,nitrogen dioxide,poverty
DC_F0GO0WQ|bIwjlkmcHV,1,1,0,2.0,,DC_F0GO0WQ,bIwjlkmcHV,nitrogen dioxide,poverty
Q3-SIk3gzX|DC_F0GO0WQ,1,1,0,59.0,,Q3-SIk3gzX,DC_F0GO0WQ,mouthwash,nitrogen dioxide
Q3-SIk3gzX|DC_F0GO0WQ,1,1,0,59.0,,Q3-SIk3gzX,DC_F0GO0WQ,mouthwash,nitrogen dioxide
DC_F0GO0WQ|azmocM4ZxR,1,1,0,71.0,0.1005191425187925,DC_F0GO0WQ,azmocM4ZxR,nitrogen dioxide,acute leukemia
DC_F0GO0WQ|azmocM4ZxR,1,1,0,71.0,0.1005191425187925,DC_F0GO0WQ,azmocM4ZxR,nitrogen dioxide,acute leukemia
YbXXkUGzVJ|DC_F0GO0WQ,1,1,0,32.0,,YbXXkUGzVJ,DC_F0GO0WQ,RNA concentration,nitrogen dioxide
YbXXkUGzVJ|DC_F0GO0WQ,1,1,0,32.0,,YbXXkUGzVJ,DC_F0GO0WQ,RNA concentration,nitrogen dioxide
DC_F0GO0WQ|EDzi6c5zgm,1,1,0,4.0,,DC_F0GO0WQ,EDzi6c5zgm,nitrogen dioxide,child behavior disorders
DC_F0GO0WQ|EDzi6c5zgm,1,1,0,4.0,,DC_F0GO0WQ,EDzi6c5zgm,nitrogen dioxide,child behavior disorders
DC_F0GO0WQ|D18ERAzW8u,1,1,0,26.0,0.0136137508245277,DC_F0GO0WQ,D18ERAzW8u,nitrogen dioxide,bradycardia
DC_F0GO0WQ|D18ERAzW8u,1,1,0,26.0,0.0136137508245277,DC_F0GO0WQ,D18ERAzW8u,nitrogen dioxide,bradycardia
DC_F0GO0WQ|HFuVCccbGO,1,1,1,89.0,0.1677216545962953,DC_F0GO0WQ,HFuVCccbGO,nitrogen dioxide,skin melanoma
DC_F0GO0WQ|HFuVCccbGO,1,1,1,89.0,0.1677216545962953,DC_F0GO0WQ,HFuVCccbGO,nitrogen dioxide,skin melanoma
DC_F0GO0WQ|wRjgstRdUn,8,3,7,16.0,0.1050945123079416,DC_F0GO0WQ,wRjgstRdUn,nitrogen dioxide,prostate cancer
DC_F0GO0WQ|wRjgstRdUn,8,3,7,16.0,0.1050945123079416,DC_F0GO0WQ,wRjgstRdUn,nitrogen dioxide,prostate cancer
DC_F0GO0WQ|P6IzhScRdx,1,1,1,9.0,,DC_F0GO0WQ,P6IzhScRdx,nitrogen dioxide,air pollution
DC_F0GO0WQ|P6IzhScRdx,1,1,1,9.0,,DC_F0GO0WQ,P6IzhScRdx,nitrogen dioxide,air pollution
DC_F0GO0WQ|P6IzhScRdx,1,1,1,9.0,,DC_F0GO0WQ,P6IzhScRdx,nitrogen dioxide,air pollution
DC_F0GO0WQ|P6IzhScRdx,1,1,1,9.0,,DC_F0GO0WQ,P6IzhScRdx,nitrogen dioxide,air pollution
DC_F0GO0WQ|ru5XrhUPnf,1,1,1,8.0,0.011608603536185,DC_F0GO0WQ,ru5XrhUPnf,nitrogen dioxide,Influenza B virus
DC_F0GO0WQ|ru5XrhUPnf,1,1,1,8.0,0.011608603536185,DC_F0GO0WQ,ru5XrhUPnf,nitrogen dioxide,Influenza B virus
DC_F0GO0WQ|48eyrNJvnf,1,1,1,0.0,0.023046903556031,DC_F0GO0WQ,48eyrNJvnf,nitrogen dioxide,coronary artery disease
DC_F0GO0WQ|48eyrNJvnf,1,1,1,0.0,0.023046903556031,DC_F0GO0WQ,48eyrNJvnf,nitrogen dioxide,coronary artery disease
EO1BfC6oa-|DC_F0GO0WQ,1,1,0,,,EO1BfC6oa-,DC_F0GO0WQ,Buxus,nitrogen dioxide
EO1BfC6oa-|DC_F0GO0WQ,1,1,0,,,EO1BfC6oa-,DC_F0GO0WQ,Buxus,nitrogen dioxide
oG8Da1gCE9|DC_F0GO0WQ,1,1,1,128.0,,oG8Da1gCE9,DC_F0GO0WQ,traffic-related pollution,nitrogen dioxide
oG8Da1gCE9|DC_F0GO0WQ,1,1,1,128.0,,oG8Da1gCE9,DC_F0GO0WQ,traffic-related pollution,nitrogen dioxide
oG8Da1gCE9|DC_F0GO0WQ,1,1,1,128.0,,oG8Da1gCE9,DC_F0GO0WQ,traffic-related pollution,nitrogen dioxide
oG8Da1gCE9|DC_F0GO0WQ,1,1,1,128.0,,oG8Da1gCE9,DC_F0GO0WQ,traffic-related pollution,nitrogen dioxide
DC_F0GO0WQ|p2qlTRlHO1,2,2,1,54.0,0.0077582411374319,DC_F0GO0WQ,p2qlTRlHO1,nitrogen dioxide,attention deficit hyperactivity disorder
DC_F0GO0WQ|p2qlTRlHO1,2,2,1,54.0,0.0077582411374319,DC_F0GO0WQ,p2qlTRlHO1,nitrogen dioxide,attention deficit hyperactivity disorder
DC_F0GO0WQ|G-cA8ng8z2,2,2,1,55.0,0.0525472561539708,DC_F0GO0WQ,G-cA8ng8z2,nitrogen dioxide,congenital heart disease
DC_F0GO0WQ|G-cA8ng8z2,2,2,1,55.0,0.0525472561539708,DC_F0GO0WQ,G-cA8ng8z2,nitrogen dioxide,congenital heart disease
DC_F0GO0WQ|AIUZq5Us9Q,1,1,1,13.0,,DC_F0GO0WQ,AIUZq5Us9Q,nitrogen dioxide,methylmalonic acid
DC_F0GO0WQ|AIUZq5Us9Q,1,1,1,13.0,,DC_F0GO0WQ,AIUZq5Us9Q,nitrogen dioxide,methylmalonic acid
DC_F0GO0WQ|3D_xrEmUvX,1,1,1,75.0,0.0184916999398946,DC_F0GO0WQ,3D_xrEmUvX,nitrogen dioxide,morbidity
DC_F0GO0WQ|3D_xrEmUvX,1,1,1,75.0,0.0184916999398946,DC_F0GO0WQ,3D_xrEmUvX,nitrogen dioxide,morbidity
DC_F0GO0WQ|4yad7yuLvv,1,1,1,3.0,,DC_F0GO0WQ,4yad7yuLvv,nitrogen dioxide,Seizure
DC_F0GO0WQ|4yad7yuLvv,1,1,1,3.0,,DC_F0GO0WQ,4yad7yuLvv,nitrogen dioxide,Seizure
DC_F0GO0WQ|6ZeNvKWBJ9,1,1,1,13.0,0.1966452028663709,DC_F0GO0WQ,6ZeNvKWBJ9,nitrogen dioxide,triglyceride
DC_F0GO0WQ|6ZeNvKWBJ9,1,1,1,13.0,0.1966452028663709,DC_F0GO0WQ,6ZeNvKWBJ9,nitrogen dioxide,triglyceride
DC_F0GO0WQ|mz6SXR841t,1,1,1,40.0,0.0373021679287996,DC_F0GO0WQ,mz6SXR841t,nitrogen dioxide,out-of-hospital cardiac arrest
DC_F0GO0WQ|mz6SXR841t,1,1,1,40.0,0.0373021679287996,DC_F0GO0WQ,mz6SXR841t,nitrogen dioxide,out-of-hospital cardiac arrest
DC_F0GO0WQ|e6TRRxKASn,1,1,1,1.0,0.0650435610198039,DC_F0GO0WQ,e6TRRxKASn,nitrogen dioxide,gingivitis
DC_F0GO0WQ|e6TRRxKASn,1,1,1,1.0,0.0650435610198039,DC_F0GO0WQ,e6TRRxKASn,nitrogen dioxide,gingivitis
DC_F0GO0WQ|UvVKf6zUx4,1,1,1,45.0,0.1775739398304928,DC_F0GO0WQ,UvVKf6zUx4,nitrogen dioxide,diarrhea
DC_F0GO0WQ|UvVKf6zUx4,1,1,1,45.0,0.1775739398304928,DC_F0GO0WQ,UvVKf6zUx4,nitrogen dioxide,diarrhea
DC_F0GO0WQ|00VmaYAMmb,1,1,1,0.0,,DC_F0GO0WQ,00VmaYAMmb,nitrogen dioxide,sperm motility
DC_F0GO0WQ|00VmaYAMmb,1,1,1,0.0,,DC_F0GO0WQ,00VmaYAMmb,nitrogen dioxide,sperm motility
DC_F0GO0WQ|00VmaYAMmb,1,1,1,0.0,,DC_F0GO0WQ,00VmaYAMmb,nitrogen dioxide,sperm motility
DC_F0GO0WQ|00VmaYAMmb,1,1,1,0.0,,DC_F0GO0WQ,00VmaYAMmb,nitrogen dioxide,sperm motility
DC_F0GO0WQ|YZykn_Y563,1,1,1,4.0,,DC_F0GO0WQ,YZykn_Y563,nitrogen dioxide,blood coagulation
DC_F0GO0WQ|YZykn_Y563,1,1,1,4.0,,DC_F0GO0WQ,YZykn_Y563,nitrogen dioxide,blood coagulation
DC_F0GO0WQ|N9f9_codE1,1,1,1,0.0,0.0167930412179675,DC_F0GO0WQ,N9f9_codE1,nitrogen dioxide,respiratory syncytial virus
DC_F0GO0WQ|N9f9_codE1,1,1,1,0.0,0.0167930412179675,DC_F0GO0WQ,N9f9_codE1,nitrogen dioxide,respiratory syncytial virus
DC_F0GO0WQ|eNrSOpz3It,5,5,4,8.0,0.1814337023378295,DC_F0GO0WQ,eNrSOpz3It,nitrogen dioxide,allergic rhinitis
DC_F0GO0WQ|eNrSOpz3It,5,5,4,8.0,0.1814337023378295,DC_F0GO0WQ,eNrSOpz3It,nitrogen dioxide,allergic rhinitis
DC_F0GO0WQ|JKGG7aPa11,2,1,1,29.0,0.1452805760911276,DC_F0GO0WQ,JKGG7aPa11,nitrogen dioxide,Time-to-Pregnancy
DC_F0GO0WQ|JKGG7aPa11,2,1,1,29.0,0.1452805760911276,DC_F0GO0WQ,JKGG7aPa11,nitrogen dioxide,Time-to-Pregnancy
DC_F0GO0WQ|fWHoqh3nKu,1,1,0,55.0,0.1274185698377734,DC_F0GO0WQ,fWHoqh3nKu,nitrogen dioxide,fertilization
DC_F0GO0WQ|fWHoqh3nKu,1,1,0,55.0,0.1274185698377734,DC_F0GO0WQ,fWHoqh3nKu,nitrogen dioxide,fertilization
DC_F0GO0WQ|fWHoqh3nKu,1,1,0,55.0,0.1274185698377734,DC_F0GO0WQ,fWHoqh3nKu,nitrogen dioxide,fertilization
DC_F0GO0WQ|fWHoqh3nKu,1,1,0,55.0,0.1274185698377734,DC_F0GO0WQ,fWHoqh3nKu,nitrogen dioxide,fertilization
DC_F0GO0WQ|8bSpZbNmnf,1,1,1,8.0,0.0607122091199781,DC_F0GO0WQ,8bSpZbNmnf,nitrogen dioxide,acute respiratory distress syndrome
DC_F0GO0WQ|8bSpZbNmnf,1,1,1,8.0,0.0607122091199781,DC_F0GO0WQ,8bSpZbNmnf,nitrogen dioxide,acute respiratory distress syndrome
DC_F0GO0WQ|1If12KVn0V,1,1,1,6.0,,DC_F0GO0WQ,1If12KVn0V,nitrogen dioxide,protein tyrosine kinase
DC_F0GO0WQ|1If12KVn0V,1,1,1,6.0,,DC_F0GO0WQ,1If12KVn0V,nitrogen dioxide,protein tyrosine kinase
DC_F0GO0WQ|nDIFXeS4Xr,1,1,1,0.0,,DC_F0GO0WQ,nDIFXeS4Xr,nitrogen dioxide,sleep
DC_F0GO0WQ|nDIFXeS4Xr,1,1,1,0.0,,DC_F0GO0WQ,nDIFXeS4Xr,nitrogen dioxide,sleep
DC_F0GO0WQ|k4RCuWBkJ3,1,1,1,0.0,,DC_F0GO0WQ,k4RCuWBkJ3,nitrogen dioxide,sleep duration
DC_F0GO0WQ|k4RCuWBkJ3,1,1,1,0.0,,DC_F0GO0WQ,k4RCuWBkJ3,nitrogen dioxide,sleep duration
DC_F0GO0WQ|oJb9YL2uUR,1,1,1,14.0,0.028279475337233,DC_F0GO0WQ,oJb9YL2uUR,nitrogen dioxide,vision disorder
DC_F0GO0WQ|oJb9YL2uUR,1,1,1,14.0,0.028279475337233,DC_F0GO0WQ,oJb9YL2uUR,nitrogen dioxide,vision disorder
DC_F0GO0WQ|SJYb7F5awY,2,2,2,75.0,0.0222895486628418,DC_F0GO0WQ,SJYb7F5awY,nitrogen dioxide,airway obstruction
DC_F0GO0WQ|SJYb7F5awY,2,2,2,75.0,0.0222895486628418,DC_F0GO0WQ,SJYb7F5awY,nitrogen dioxide,airway obstruction
DC_F0GO0WQ|5sP4nthW5t,2,1,2,4.0,,DC_F0GO0WQ,5sP4nthW5t,nitrogen dioxide,keratoconjunctivitis
DC_F0GO0WQ|5sP4nthW5t,2,1,2,4.0,,DC_F0GO0WQ,5sP4nthW5t,nitrogen dioxide,keratoconjunctivitis
DC_F0GO0WQ|z39oxvhLO3,2,1,2,41.0,0.0743130423184386,DC_F0GO0WQ,z39oxvhLO3,nitrogen dioxide,respiration disorder
DC_F0GO0WQ|z39oxvhLO3,2,1,2,41.0,0.0743130423184386,DC_F0GO0WQ,z39oxvhLO3,nitrogen dioxide,respiration disorder
DC_F0GO0WQ|DbIvgDBL1E,4,4,2,43.0,0.0624813788899139,DC_F0GO0WQ,DbIvgDBL1E,nitrogen dioxide,chronic renal insufficiency
DC_F0GO0WQ|DbIvgDBL1E,4,4,2,43.0,0.0624813788899139,DC_F0GO0WQ,DbIvgDBL1E,nitrogen dioxide,chronic renal insufficiency
DC_F0GO0WQ|rVm1ws54Ko,4,4,2,69.0,0.015440045158854,DC_F0GO0WQ,rVm1ws54Ko,nitrogen dioxide,atrial fibrillation
DC_F0GO0WQ|rVm1ws54Ko,4,4,2,69.0,0.015440045158854,DC_F0GO0WQ,rVm1ws54Ko,nitrogen dioxide,atrial fibrillation
DC_F0GO0WQ|N9uxI8hknw,2,1,2,39.0,0.0373021679287996,DC_F0GO0WQ,N9uxI8hknw,nitrogen dioxide,eczema
DC_F0GO0WQ|N9uxI8hknw,2,1,2,39.0,0.0373021679287996,DC_F0GO0WQ,N9uxI8hknw,nitrogen dioxide,eczema
DC_F0GO0WQ|ERG0HQ59dj,3,1,2,53.0,,DC_F0GO0WQ,ERG0HQ59dj,nitrogen dioxide,cholesterol
DC_F0GO0WQ|ERG0HQ59dj,3,1,2,53.0,,DC_F0GO0WQ,ERG0HQ59dj,nitrogen dioxide,cholesterol
DC_F0GO0WQ|ERG0HQ59dj,3,1,2,53.0,,DC_F0GO0WQ,ERG0HQ59dj,nitrogen dioxide,cholesterol
DC_F0GO0WQ|ERG0HQ59dj,3,1,2,53.0,,DC_F0GO0WQ,ERG0HQ59dj,nitrogen dioxide,cholesterol
DC_F0GO0WQ|2PS490ksap,2,1,2,79.0,0.305372867665706,DC_F0GO0WQ,2PS490ksap,nitrogen dioxide,implantable cardioverter-defibrillator
DC_F0GO0WQ|2PS490ksap,2,1,2,79.0,0.305372867665706,DC_F0GO0WQ,2PS490ksap,nitrogen dioxide,implantable cardioverter-defibrillator
DC_F0GO0WQ|Gpvr-ADU-A,3,2,2,44.0,0.1894309321996811,DC_F0GO0WQ,Gpvr-ADU-A,nitrogen dioxide,prevalence
DC_F0GO0WQ|Gpvr-ADU-A,3,2,2,44.0,0.1894309321996811,DC_F0GO0WQ,Gpvr-ADU-A,nitrogen dioxide,prevalence
DC_F0GO0WQ|PfzPevl_MY,2,2,2,6.0,0.8889121121569374,DC_F0GO0WQ,PfzPevl_MY,nitrogen dioxide,mental depression
DC_F0GO0WQ|PfzPevl_MY,2,2,2,6.0,0.8889121121569374,DC_F0GO0WQ,PfzPevl_MY,nitrogen dioxide,mental depression
DC_F0GO0WQ|PfzPevl_MY,2,2,2,6.0,0.8889121121569374,DC_F0GO0WQ,PfzPevl_MY,nitrogen dioxide,mental depression
DC_F0GO0WQ|PfzPevl_MY,2,2,2,6.0,0.8889121121569374,DC_F0GO0WQ,PfzPevl_MY,nitrogen dioxide,mental depression
DC_F0GO0WQ|7y1JN7b8KX,2,2,2,8.0,0.0659605886046607,DC_F0GO0WQ,7y1JN7b8KX,nitrogen dioxide,Hodgkin lymphoma
DC_F0GO0WQ|7y1JN7b8KX,2,2,2,8.0,0.0659605886046607,DC_F0GO0WQ,7y1JN7b8KX,nitrogen dioxide,Hodgkin lymphoma
DC_F0GO0WQ|5vJMSMCH0F,2,2,2,75.0,0.201038285037585,DC_F0GO0WQ,5vJMSMCH0F,nitrogen dioxide,wheeze
DC_F0GO0WQ|5vJMSMCH0F,2,2,2,75.0,0.201038285037585,DC_F0GO0WQ,5vJMSMCH0F,nitrogen dioxide,wheeze
m0EGTT8YI8|DC_F0GO0WQ,2,2,2,18.0,,m0EGTT8YI8,DC_F0GO0WQ,functional mask,nitrogen dioxide
m0EGTT8YI8|DC_F0GO0WQ,2,2,2,18.0,,m0EGTT8YI8,DC_F0GO0WQ,functional mask,nitrogen dioxide
m0EGTT8YI8|DC_F0GO0WQ,2,2,2,18.0,,m0EGTT8YI8,DC_F0GO0WQ,functional mask,nitrogen dioxide
m0EGTT8YI8|DC_F0GO0WQ,2,2,2,18.0,,m0EGTT8YI8,DC_F0GO0WQ,functional mask,nitrogen dioxide
DC_F0GO0WQ|bLZ8PavUNT,3,1,3,9.0,,DC_F0GO0WQ,bLZ8PavUNT,nitrogen dioxide,carbon dioxide
DC_F0GO0WQ|bLZ8PavUNT,3,1,3,9.0,,DC_F0GO0WQ,bLZ8PavUNT,nitrogen dioxide,carbon dioxide
DC_F0GO0WQ|bLZ8PavUNT,3,1,3,9.0,,DC_F0GO0WQ,bLZ8PavUNT,nitrogen dioxide,carbon dioxide
DC_F0GO0WQ|bLZ8PavUNT,3,1,3,9.0,,DC_F0GO0WQ,bLZ8PavUNT,nitrogen dioxide,carbon dioxide
DC_F0GO0WQ|_W3R1XZBhO,3,2,3,19.0,0.1513049630037923,DC_F0GO0WQ,_W3R1XZBhO,nitrogen dioxide,live birth
DC_F0GO0WQ|_W3R1XZBhO,3,2,3,19.0,0.1513049630037923,DC_F0GO0WQ,_W3R1XZBhO,nitrogen dioxide,live birth
